From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage
K2RC94	K2RC94	unreviewed	K2RC94_METFP	Uncharacterized protein	A994_05416	Methanobacterium formicicum (strain DSM 3637 / PP1)	297	
K2RC94_METFP	K2RC94	unreviewed	K2RC94_METFP	Uncharacterized protein	A994_05416	Methanobacterium formicicum (strain DSM 3637 / PP1)	297	
K2QAX8	K2QAX8	unreviewed	K2QAX8_METFP	Putative thymidylate synthase, TS, TSase, EC 2.1.1.-	thyA A994_09603	Methanobacterium formicicum (strain DSM 3637 / PP1)	205	
K2QAX8_METFP	K2QAX8	unreviewed	K2QAX8_METFP	Putative thymidylate synthase, TS, TSase, EC 2.1.1.-	thyA A994_09603	Methanobacterium formicicum (strain DSM 3637 / PP1)	205	
K2R5H9	K2R5H9	unreviewed	K2R5H9_METFP	Flavin prenyltransferase UbiX, EC 2.5.1.129	ubiX A994_03278	Methanobacterium formicicum (strain DSM 3637 / PP1)	186	
K2R5H9_METFP	K2R5H9	unreviewed	K2R5H9_METFP	Flavin prenyltransferase UbiX, EC 2.5.1.129	ubiX A994_03278	Methanobacterium formicicum (strain DSM 3637 / PP1)	186	
K2R626	K2R626	unreviewed	K2R626_METFP	ATPase	A994_00410	Methanobacterium formicicum (strain DSM 3637 / PP1)	287	
K2R626_METFP	K2R626	unreviewed	K2R626_METFP	ATPase	A994_00410	Methanobacterium formicicum (strain DSM 3637 / PP1)	287	
K2RTG6	K2RTG6	unreviewed	K2RTG6_METFP	3-dehydroquinate dehydratase, 3-dehydroquinase, EC 4.2.1.10 (Type I DHQase) (Type I dehydroquinase, DHQ1)	aroD A994_06381	Methanobacterium formicicum (strain DSM 3637 / PP1)	224	
K2RTG6_METFP	K2RTG6	unreviewed	K2RTG6_METFP	3-dehydroquinate dehydratase, 3-dehydroquinase, EC 4.2.1.10 (Type I DHQase) (Type I dehydroquinase, DHQ1)	aroD A994_06381	Methanobacterium formicicum (strain DSM 3637 / PP1)	224	
K2R3Z3	K2R3Z3	unreviewed	K2R3Z3_METFP	Dimethylallyltranstransferase	A994_05456	Methanobacterium formicicum (strain DSM 3637 / PP1)	333	
K2R3Z3_METFP	K2R3Z3	unreviewed	K2R3Z3_METFP	Dimethylallyltranstransferase	A994_05456	Methanobacterium formicicum (strain DSM 3637 / PP1)	333	
K2R2N9	K2R2N9	unreviewed	K2R2N9_METFP	Translation initiation factor 2 subunit alpha (aIF2-alpha) (eIF-2-alpha)	eif2a A994_00865	Methanobacterium formicicum (strain DSM 3637 / PP1)	259	
K2R2N9_METFP	K2R2N9	unreviewed	K2R2N9_METFP	Translation initiation factor 2 subunit alpha (aIF2-alpha) (eIF-2-alpha)	eif2a A994_00865	Methanobacterium formicicum (strain DSM 3637 / PP1)	259	
K2RV04	K2RV04	unreviewed	K2RV04_METFP	NAD(+) diphosphatase, EC 3.6.1.22	A994_04003	Methanobacterium formicicum (strain DSM 3637 / PP1)	279	
K2RV04_METFP	K2RV04	unreviewed	K2RV04_METFP	NAD(+) diphosphatase, EC 3.6.1.22	A994_04003	Methanobacterium formicicum (strain DSM 3637 / PP1)	279	
K2R388	K2R388	unreviewed	K2R388_METFP	P-type HAD superfamily ATPase	A994_01990	Methanobacterium formicicum (strain DSM 3637 / PP1)	913	
K2R388_METFP	K2R388	unreviewed	K2R388_METFP	P-type HAD superfamily ATPase	A994_01990	Methanobacterium formicicum (strain DSM 3637 / PP1)	913	
K2RF56	K2RF56	unreviewed	K2RF56_METFP	Arsenite-activated ATPase ArsA	A994_02045	Methanobacterium formicicum (strain DSM 3637 / PP1)	325	
K2RF56_METFP	K2RF56	unreviewed	K2RF56_METFP	Arsenite-activated ATPase ArsA	A994_02045	Methanobacterium formicicum (strain DSM 3637 / PP1)	325	
K2QEJ4	K2QEJ4	unreviewed	K2QEJ4_METFP	NUDIX hydrolase	A994_03473	Methanobacterium formicicum (strain DSM 3637 / PP1)	166	
K2QEJ4_METFP	K2QEJ4	unreviewed	K2QEJ4_METFP	NUDIX hydrolase	A994_03473	Methanobacterium formicicum (strain DSM 3637 / PP1)	166	
K2RQK2	K2RQK2	unreviewed	K2RQK2_METFP	UPF0200 protein A994_10494	A994_10494	Methanobacterium formicicum (strain DSM 3637 / PP1)	192	
K2RQK2_METFP	K2RQK2	unreviewed	K2RQK2_METFP	UPF0200 protein A994_10494	A994_10494	Methanobacterium formicicum (strain DSM 3637 / PP1)	192	
K2QZF6	K2QZF6	unreviewed	K2QZF6_METFP	Tritrans,polycis-undecaprenyl-diphosphate synthase (geranylgeranyl-diphosphate specific), EC 2.5.1.89 (Undecaprenyl diphosphate synthase, UDS) (Undecaprenyl pyrophosphate synthase, UPP synthase)	uppS A994_08071	Methanobacterium formicicum (strain DSM 3637 / PP1)	255	
K2QZF6_METFP	K2QZF6	unreviewed	K2QZF6_METFP	Tritrans,polycis-undecaprenyl-diphosphate synthase (geranylgeranyl-diphosphate specific), EC 2.5.1.89 (Undecaprenyl diphosphate synthase, UDS) (Undecaprenyl pyrophosphate synthase, UPP synthase)	uppS A994_08071	Methanobacterium formicicum (strain DSM 3637 / PP1)	255	
K2RW18	K2RW18	unreviewed	K2RW18_METFP	Ketol-acid reductoisomerase (NADP(+)), KARI, EC 1.1.1.86 (Acetohydroxy-acid isomeroreductase, AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase)	ilvC A994_01650	Methanobacterium formicicum (strain DSM 3637 / PP1)	328	
K2RW18_METFP	K2RW18	unreviewed	K2RW18_METFP	Ketol-acid reductoisomerase (NADP(+)), KARI, EC 1.1.1.86 (Acetohydroxy-acid isomeroreductase, AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase)	ilvC A994_01650	Methanobacterium formicicum (strain DSM 3637 / PP1)	328	
K2RQP6	K2RQP6	unreviewed	K2RQP6_METFP	PfkB domain-containing protein	A994_10744	Methanobacterium formicicum (strain DSM 3637 / PP1)	317	
K2RQP6_METFP	K2RQP6	unreviewed	K2RQP6_METFP	PfkB domain-containing protein	A994_10744	Methanobacterium formicicum (strain DSM 3637 / PP1)	317	
K2R107	K2R107	unreviewed	K2R107_METFP	Deoxyribose-phosphate aldolase, DERA, EC 4.1.2.4 (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase, Deoxyriboaldolase)	deoC A994_11677	Methanobacterium formicicum (strain DSM 3637 / PP1)	228	
K2R107_METFP	K2R107	unreviewed	K2R107_METFP	Deoxyribose-phosphate aldolase, DERA, EC 4.1.2.4 (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase, Deoxyriboaldolase)	deoC A994_11677	Methanobacterium formicicum (strain DSM 3637 / PP1)	228	
K2R8J5	K2R8J5	unreviewed	K2R8J5_METFP	Probable thymidylate kinase, EC 2.7.4.9 (dTMP kinase)	tmk A994_12683	Methanobacterium formicicum (strain DSM 3637 / PP1)	191	
K2R8J5_METFP	K2R8J5	unreviewed	K2R8J5_METFP	Probable thymidylate kinase, EC 2.7.4.9 (dTMP kinase)	tmk A994_12683	Methanobacterium formicicum (strain DSM 3637 / PP1)	191	
K2RCG3	K2RCG3	unreviewed	K2RCG3_METFP	Enolase, EC 4.2.1.11 (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno A994_05866	Methanobacterium formicicum (strain DSM 3637 / PP1)	413	
K2RCG3_METFP	K2RCG3	unreviewed	K2RCG3_METFP	Enolase, EC 4.2.1.11 (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno A994_05866	Methanobacterium formicicum (strain DSM 3637 / PP1)	413	
K2RT51	K2RT51	unreviewed	K2RT51_METFP	Enolase, EC 4.2.1.11 (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno A994_05496	Methanobacterium formicicum (strain DSM 3637 / PP1)	416	
K2RT51_METFP	K2RT51	unreviewed	K2RT51_METFP	Enolase, EC 4.2.1.11 (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno A994_05496	Methanobacterium formicicum (strain DSM 3637 / PP1)	416	
K2R0K3	K2R0K3	unreviewed	K2R0K3_METFP	AMP-binding domain protein	A994_11926	Methanobacterium formicicum (strain DSM 3637 / PP1)	553	
K2R0K3_METFP	K2R0K3	unreviewed	K2R0K3_METFP	AMP-binding domain protein	A994_11926	Methanobacterium formicicum (strain DSM 3637 / PP1)	553	
K2R160	K2R160	unreviewed	K2R160_METFP	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase, ADH synthase, ADHS, ADTH synthase, EC 2.2.1.10	aroA' A994_11087	Methanobacterium formicicum (strain DSM 3637 / PP1)	265	
K2R160_METFP	K2R160	unreviewed	K2R160_METFP	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase, ADH synthase, ADHS, ADTH synthase, EC 2.2.1.10	aroA' A994_11087	Methanobacterium formicicum (strain DSM 3637 / PP1)	265	
K2QB50	K2QB50	unreviewed	K2QB50_METFP	Phosphoglycolate phosphatase, PGP, PGPase, EC 3.1.3.18	A994_09953	Methanobacterium formicicum (strain DSM 3637 / PP1)	221	
K2QB50_METFP	K2QB50	unreviewed	K2QB50_METFP	Phosphoglycolate phosphatase, PGP, PGPase, EC 3.1.3.18	A994_09953	Methanobacterium formicicum (strain DSM 3637 / PP1)	221	
K2QFS2	K2QFS2	unreviewed	K2QFS2_METFP	L-fuculose phosphate aldolase, EC 4.1.2.17 (L-fuculose-1-phosphate aldolase)	A994_01480	Methanobacterium formicicum (strain DSM 3637 / PP1)	190	
K2QFS2_METFP	K2QFS2	unreviewed	K2QFS2_METFP	L-fuculose phosphate aldolase, EC 4.1.2.17 (L-fuculose-1-phosphate aldolase)	A994_01480	Methanobacterium formicicum (strain DSM 3637 / PP1)	190	
K2R770	K2R770	unreviewed	K2R770_METFP	Formate dehydrogenase	A994_02220	Methanobacterium formicicum (strain DSM 3637 / PP1)	399	
K2R770_METFP	K2R770	unreviewed	K2R770_METFP	Formate dehydrogenase	A994_02220	Methanobacterium formicicum (strain DSM 3637 / PP1)	399	
K2RWC5	K2RWC5	unreviewed	K2RWC5_METFP	Sulfur carrier protein FdhD	fdhD A994_02310	Methanobacterium formicicum (strain DSM 3637 / PP1)	246	
K2RWC5_METFP	K2RWC5	unreviewed	K2RWC5_METFP	Sulfur carrier protein FdhD	fdhD A994_02310	Methanobacterium formicicum (strain DSM 3637 / PP1)	246	
K2RWB5	K2RWB5	unreviewed	K2RWB5_METFP	Formate dehydrogenase subunit alpha	A994_02235	Methanobacterium formicicum (strain DSM 3637 / PP1)	683	
K2RWB5_METFP	K2RWB5	unreviewed	K2RWB5_METFP	Formate dehydrogenase subunit alpha	A994_02235	Methanobacterium formicicum (strain DSM 3637 / PP1)	683	
K2RV88	K2RV88	unreviewed	K2RV88_METFP	Ferredoxin	A994_00375	Methanobacterium formicicum (strain DSM 3637 / PP1)	56	
K2RV88_METFP	K2RV88	unreviewed	K2RV88_METFP	Ferredoxin	A994_00375	Methanobacterium formicicum (strain DSM 3637 / PP1)	56	
K2RWD2	K2RWD2	unreviewed	K2RWD2_METFP	Trimethylamine-N-oxide reductase (Cytochrome c)	A994_02360	Methanobacterium formicicum (strain DSM 3637 / PP1)	656	
K2RWD2_METFP	K2RWD2	unreviewed	K2RWD2_METFP	Trimethylamine-N-oxide reductase (Cytochrome c)	A994_02360	Methanobacterium formicicum (strain DSM 3637 / PP1)	656	
K2QAC0	K2QAC0	unreviewed	K2QAC0_METFP	Small GTP-binding protein	A994_11847	Methanobacterium formicicum (strain DSM 3637 / PP1)	338	
K2QAC0_METFP	K2QAC0	unreviewed	K2QAC0_METFP	Small GTP-binding protein	A994_11847	Methanobacterium formicicum (strain DSM 3637 / PP1)	338	
K2QXF9	K2QXF9	unreviewed	K2QXF9_METFP	Ferrous iron transport protein B	A994_11192	Methanobacterium formicicum (strain DSM 3637 / PP1)	669	
K2QXF9_METFP	K2QXF9	unreviewed	K2QXF9_METFP	Ferrous iron transport protein B	A994_11192	Methanobacterium formicicum (strain DSM 3637 / PP1)	669	
K2RS71	K2RS71	unreviewed	K2RS71_METFP	Ferrous iron transport protein A FeoA	A994_07881	Methanobacterium formicicum (strain DSM 3637 / PP1)	76	
K2RS71_METFP	K2RS71	unreviewed	K2RS71_METFP	Ferrous iron transport protein A FeoA	A994_07881	Methanobacterium formicicum (strain DSM 3637 / PP1)	76	
K2R325	K2R325	unreviewed	K2R325_METFP	Ferrous iron transport protein B, FeoB	A994_07891	Methanobacterium formicicum (strain DSM 3637 / PP1)	727	
K2R325_METFP	K2R325	unreviewed	K2R325_METFP	Ferrous iron transport protein B, FeoB	A994_07891	Methanobacterium formicicum (strain DSM 3637 / PP1)	727	
K2QBU0	K2QBU0	unreviewed	K2QBU0_METFP	Small GTP-binding protein	A994_08206	Methanobacterium formicicum (strain DSM 3637 / PP1)	364	
K2QBU0_METFP	K2QBU0	unreviewed	K2QBU0_METFP	Small GTP-binding protein	A994_08206	Methanobacterium formicicum (strain DSM 3637 / PP1)	364	
K2R7A6	K2R7A6	unreviewed	K2R7A6_METFP	ABC transporter permease	A994_02420	Methanobacterium formicicum (strain DSM 3637 / PP1)	345	
K2R7A6_METFP	K2R7A6	unreviewed	K2R7A6_METFP	ABC transporter permease	A994_02420	Methanobacterium formicicum (strain DSM 3637 / PP1)	345	
K2QGB1	K2QGB1	unreviewed	K2QGB1_METFP	Tungsten transporter, ATP binding protein	A994_02490	Methanobacterium formicicum (strain DSM 3637 / PP1)	355	
K2QGB1_METFP	K2QGB1	unreviewed	K2QGB1_METFP	Tungsten transporter, ATP binding protein	A994_02490	Methanobacterium formicicum (strain DSM 3637 / PP1)	355	
K2R3H8	K2R3H8	unreviewed	K2R3H8_METFP	ABC transporter substrate-binding protein	A994_02425	Methanobacterium formicicum (strain DSM 3637 / PP1)	353	
K2R3H8_METFP	K2R3H8	unreviewed	K2R3H8_METFP	ABC transporter substrate-binding protein	A994_02425	Methanobacterium formicicum (strain DSM 3637 / PP1)	353	
K2QXZ3	K2QXZ3	unreviewed	K2QXZ3_METFP	ABC transporter	A994_09863	Methanobacterium formicicum (strain DSM 3637 / PP1)	258	
K2QXZ3_METFP	K2QXZ3	unreviewed	K2QXZ3_METFP	ABC transporter	A994_09863	Methanobacterium formicicum (strain DSM 3637 / PP1)	258	
K2QG96	K2QG96	unreviewed	K2QG96_METFP	Fe(3+)-transporting ATPase	A994_02415	Methanobacterium formicicum (strain DSM 3637 / PP1)	255	
K2QG96_METFP	K2QG96	unreviewed	K2QG96_METFP	Fe(3+)-transporting ATPase	A994_02415	Methanobacterium formicicum (strain DSM 3637 / PP1)	255	
K2RW41	K2RW41	unreviewed	K2RW41_METFP	NADPH-dependent FMN reductase	A994_01775	Methanobacterium formicicum (strain DSM 3637 / PP1)	198	
K2RW41_METFP	K2RW41	unreviewed	K2RW41_METFP	NADPH-dependent FMN reductase	A994_01775	Methanobacterium formicicum (strain DSM 3637 / PP1)	198	
K2Q9Y4	K2Q9Y4	unreviewed	K2Q9Y4_METFP	NADPH-dependent FMN reductase	A994_12146	Methanobacterium formicicum (strain DSM 3637 / PP1)	242	
K2Q9Y4_METFP	K2Q9Y4	unreviewed	K2Q9Y4_METFP	NADPH-dependent FMN reductase	A994_12146	Methanobacterium formicicum (strain DSM 3637 / PP1)	242	
K2QY43	K2QY43	unreviewed	K2QY43_METFP	NADPH-dependent FMN reductase	A994_10063	Methanobacterium formicicum (strain DSM 3637 / PP1)	188	
K2QY43_METFP	K2QY43	unreviewed	K2QY43_METFP	NADPH-dependent FMN reductase	A994_10063	Methanobacterium formicicum (strain DSM 3637 / PP1)	188	
K2R101	K2R101	unreviewed	K2R101_METFP	Transcriptional activator ligand binding domain-containing protein	A994_04660	Methanobacterium formicicum (strain DSM 3637 / PP1)	354	
K2R101_METFP	K2R101	unreviewed	K2R101_METFP	Transcriptional activator ligand binding domain-containing protein	A994_04660	Methanobacterium formicicum (strain DSM 3637 / PP1)	354	
K2R0Z9	K2R0Z9	unreviewed	K2R0Z9_METFP	4Fe-4S ferredoxin	A994_11627	Methanobacterium formicicum (strain DSM 3637 / PP1)	263	
K2R0Z9_METFP	K2R0Z9	unreviewed	K2R0Z9_METFP	4Fe-4S ferredoxin	A994_11627	Methanobacterium formicicum (strain DSM 3637 / PP1)	263	
K2QG59	K2QG59	unreviewed	K2QG59_METFP	Formate/nitrite transporter	A994_02240	Methanobacterium formicicum (strain DSM 3637 / PP1)	278	
K2QG59_METFP	K2QG59	unreviewed	K2QG59_METFP	Formate/nitrite transporter	A994_02240	Methanobacterium formicicum (strain DSM 3637 / PP1)	278	
K2QG03	K2QG03	unreviewed	K2QG03_METFP	Succinate dehydrogenase flavoprotein subunit, EC 1.3.5.1	sdhA A994_01930	Methanobacterium formicicum (strain DSM 3637 / PP1)	548	
K2QG03_METFP	K2QG03	unreviewed	K2QG03_METFP	Succinate dehydrogenase flavoprotein subunit, EC 1.3.5.1	sdhA A994_01930	Methanobacterium formicicum (strain DSM 3637 / PP1)	548	
K2R0V7	K2R0V7	unreviewed	K2R0V7_METFP	5-formyltetrahydrofolate cyclo-ligase	A994_11477	Methanobacterium formicicum (strain DSM 3637 / PP1)	203	
K2R0V7_METFP	K2R0V7	unreviewed	K2R0V7_METFP	5-formyltetrahydrofolate cyclo-ligase	A994_11477	Methanobacterium formicicum (strain DSM 3637 / PP1)	203	
K2QCV9	K2QCV9	unreviewed	K2QCV9_METFP	Fumarate hydratase, EC 4.2.1.2	A994_07140	Methanobacterium formicicum (strain DSM 3637 / PP1)	280	
K2QCV9_METFP	K2QCV9	unreviewed	K2QCV9_METFP	Fumarate hydratase, EC 4.2.1.2	A994_07140	Methanobacterium formicicum (strain DSM 3637 / PP1)	280	
K2QZI0	K2QZI0	unreviewed	K2QZI0_METFP	Fe-S type hydro-lyase tartrate/fumarate beta region	A994_06425	Methanobacterium formicicum (strain DSM 3637 / PP1)	192	
K2QZI0_METFP	K2QZI0	unreviewed	K2QZI0_METFP	Fe-S type hydro-lyase tartrate/fumarate beta region	A994_06425	Methanobacterium formicicum (strain DSM 3637 / PP1)	192	
K2R464	K2R464	unreviewed	K2R464_METFP	Fe-S type, tartrate/fumarate subfamily hydro-lyase subunit alpha	A994_05931	Methanobacterium formicicum (strain DSM 3637 / PP1)	182	
K2R464_METFP	K2R464	unreviewed	K2R464_METFP	Fe-S type, tartrate/fumarate subfamily hydro-lyase subunit alpha	A994_05931	Methanobacterium formicicum (strain DSM 3637 / PP1)	182	
K2RTB5	K2RTB5	unreviewed	K2RTB5_METFP	Transferase hexapeptide repeat containing protein	A994_06021	Methanobacterium formicicum (strain DSM 3637 / PP1)	215	
K2RTB5_METFP	K2RTB5	unreviewed	K2RTB5_METFP	Transferase hexapeptide repeat containing protein	A994_06021	Methanobacterium formicicum (strain DSM 3637 / PP1)	215	
K2RR54	K2RR54	unreviewed	K2RR54_METFP	Bifunctional protein GlmU, EC 2.3.1.157, EC 2.7.7.23	A994_10098	Methanobacterium formicicum (strain DSM 3637 / PP1)	426	
K2RR54_METFP	K2RR54	unreviewed	K2RR54_METFP	Bifunctional protein GlmU, EC 2.3.1.157, EC 2.7.7.23	A994_10098	Methanobacterium formicicum (strain DSM 3637 / PP1)	426	
K2QZE4	K2QZE4	unreviewed	K2QZE4_METFP	Glutamate-1-semialdehyde 2,1-aminomutase, GSA, EC 5.4.3.8 (Glutamate-1-semialdehyde aminotransferase, GSA-AT)	hemL A994_08021	Methanobacterium formicicum (strain DSM 3637 / PP1)	420	
K2QZE4_METFP	K2QZE4	unreviewed	K2QZE4_METFP	Glutamate-1-semialdehyde 2,1-aminomutase, GSA, EC 5.4.3.8 (Glutamate-1-semialdehyde aminotransferase, GSA-AT)	hemL A994_08021	Methanobacterium formicicum (strain DSM 3637 / PP1)	420	
K2RTC5	K2RTC5	unreviewed	K2RTC5_METFP	Class III aminotransferase	A994_06096	Methanobacterium formicicum (strain DSM 3637 / PP1)	438	
K2RTC5_METFP	K2RTC5	unreviewed	K2RTC5_METFP	Class III aminotransferase	A994_06096	Methanobacterium formicicum (strain DSM 3637 / PP1)	438	
K2R2W2	K2R2W2	unreviewed	K2R2W2_METFP	Glucose-methanol-choline oxidoreductase	A994_07591	Methanobacterium formicicum (strain DSM 3637 / PP1)	398	
K2R2W2_METFP	K2R2W2	unreviewed	K2R2W2_METFP	Glucose-methanol-choline oxidoreductase	A994_07591	Methanobacterium formicicum (strain DSM 3637 / PP1)	398	
K2RD62	K2RD62	unreviewed	K2RD62_METFP	UTP--glucose-1-phosphate uridylyltransferase, EC 2.7.7.9 (UDP-glucose pyrophosphorylase)	A994_04940	Methanobacterium formicicum (strain DSM 3637 / PP1)	281	
K2RD62_METFP	K2RD62	unreviewed	K2RD62_METFP	UTP--glucose-1-phosphate uridylyltransferase, EC 2.7.7.9 (UDP-glucose pyrophosphorylase)	A994_04940	Methanobacterium formicicum (strain DSM 3637 / PP1)	281	
K2R1B6	K2R1B6	unreviewed	K2R1B6_METFP	Glyceraldehyde-3-phosphate dehydrogenase, GAPDH, EC 1.2.1.59 (NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase)	gap A994_05085	Methanobacterium formicicum (strain DSM 3637 / PP1)	337	
K2R1B6_METFP	K2R1B6	unreviewed	K2R1B6_METFP	Glyceraldehyde-3-phosphate dehydrogenase, GAPDH, EC 1.2.1.59 (NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase)	gap A994_05085	Methanobacterium formicicum (strain DSM 3637 / PP1)	337	
K2QWN8	K2QWN8	unreviewed	K2QWN8_METFP	Glutamine--fructose-6-phosphate aminotransferase [isomerizing], EC 2.6.1.16 (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS A994_11906	Methanobacterium formicicum (strain DSM 3637 / PP1)	593	
K2QWN8_METFP	K2QWN8	unreviewed	K2QWN8_METFP	Glutamine--fructose-6-phosphate aminotransferase [isomerizing], EC 2.6.1.16 (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS A994_11906	Methanobacterium formicicum (strain DSM 3637 / PP1)	593	
K2R2T1	K2R2T1	unreviewed	K2R2T1_METFP	Serine hydroxymethyltransferase, SHMT, Serine methylase, EC 2.1.2.-	glyA A994_01065	Methanobacterium formicicum (strain DSM 3637 / PP1)	422	
K2R2T1_METFP	K2R2T1	unreviewed	K2R2T1_METFP	Serine hydroxymethyltransferase, SHMT, Serine methylase, EC 2.1.2.-	glyA A994_01065	Methanobacterium formicicum (strain DSM 3637 / PP1)	422	
K2RSE6	K2RSE6	unreviewed	K2RSE6_METFP	Quinoprotein glucose dehydrogenase	A994_06435	Methanobacterium formicicum (strain DSM 3637 / PP1)	351	
K2RSE6_METFP	K2RSE6	unreviewed	K2RSE6_METFP	Quinoprotein glucose dehydrogenase	A994_06435	Methanobacterium formicicum (strain DSM 3637 / PP1)	351	
K2R0M3	K2R0M3	unreviewed	K2R0M3_METFP	Succinate--CoA ligase [ADP-forming] subunit alpha, EC 6.2.1.5 (Succinyl-CoA synthetase subunit alpha, SCS-alpha)	sucD A994_06371	Methanobacterium formicicum (strain DSM 3637 / PP1)	286	
K2R0M3_METFP	K2R0M3	unreviewed	K2R0M3_METFP	Succinate--CoA ligase [ADP-forming] subunit alpha, EC 6.2.1.5 (Succinyl-CoA synthetase subunit alpha, SCS-alpha)	sucD A994_06371	Methanobacterium formicicum (strain DSM 3637 / PP1)	286	
K2QGC0	K2QGC0	unreviewed	K2QGC0_METFP	Glutamine synthetase, EC 6.3.1.2	A994_02540	Methanobacterium formicicum (strain DSM 3637 / PP1)	442	
K2QGC0_METFP	K2QGC0	unreviewed	K2QGC0_METFP	Glutamine synthetase, EC 6.3.1.2	A994_02540	Methanobacterium formicicum (strain DSM 3637 / PP1)	442	
K2QBB4	K2QBB4	unreviewed	K2QBB4_METFP	Phosphonate-transporting ATPase	A994_10253	Methanobacterium formicicum (strain DSM 3637 / PP1)	245	
K2QBB4_METFP	K2QBB4	unreviewed	K2QBB4_METFP	Phosphonate-transporting ATPase	A994_10253	Methanobacterium formicicum (strain DSM 3637 / PP1)	245	
K2QC42	K2QC42	unreviewed	K2QC42_METFP	Phosphonate-transporting ATPase	A994_07486	Methanobacterium formicicum (strain DSM 3637 / PP1)	174	
K2QC42_METFP	K2QC42	unreviewed	K2QC42_METFP	Phosphonate-transporting ATPase	A994_07486	Methanobacterium formicicum (strain DSM 3637 / PP1)	174	
K2RT47	K2RT47	unreviewed	K2RT47_METFP	Isopentenyl phosphate kinase, IPK, EC 2.7.4.26	A994_05471	Methanobacterium formicicum (strain DSM 3637 / PP1)	265	
K2RT47_METFP	K2RT47	unreviewed	K2RT47_METFP	Isopentenyl phosphate kinase, IPK, EC 2.7.4.26	A994_05471	Methanobacterium formicicum (strain DSM 3637 / PP1)	265	
K2QBW6	K2QBW6	unreviewed	K2QBW6_METFP	Pyridoxal 5'-phosphate synthase subunit PdxS, PLP synthase subunit PdxS, EC 4.3.3.6 (Pdx1)	pdxS A994_08406	Methanobacterium formicicum (strain DSM 3637 / PP1)	293	
K2QBW6_METFP	K2QBW6	unreviewed	K2QBW6_METFP	Pyridoxal 5'-phosphate synthase subunit PdxS, PLP synthase subunit PdxS, EC 4.3.3.6 (Pdx1)	pdxS A994_08406	Methanobacterium formicicum (strain DSM 3637 / PP1)	293	
K2R2M6	K2R2M6	unreviewed	K2R2M6_METFP	Pyridoxal 5'-phosphate synthase subunit PdxT, EC 4.3.3.6 (Pdx2) (Pyridoxal 5'-phosphate synthase glutaminase subunit, EC 3.5.1.2)	pdxT A994_08461	Methanobacterium formicicum (strain DSM 3637 / PP1)	194	
K2R2M6_METFP	K2R2M6	unreviewed	K2R2M6_METFP	Pyridoxal 5'-phosphate synthase subunit PdxT, EC 4.3.3.6 (Pdx2) (Pyridoxal 5'-phosphate synthase glutaminase subunit, EC 3.5.1.2)	pdxT A994_08461	Methanobacterium formicicum (strain DSM 3637 / PP1)	194	
K2RU95	K2RU95	unreviewed	K2RU95_METFP	GMP synthase [glutamine-hydrolyzing] subunit B, EC 6.3.5.2 (GMP synthetase)	guaAB A994_05195	Methanobacterium formicicum (strain DSM 3637 / PP1)	308	
K2RU95_METFP	K2RU95	unreviewed	K2RU95_METFP	GMP synthase [glutamine-hydrolyzing] subunit B, EC 6.3.5.2 (GMP synthetase)	guaAB A994_05195	Methanobacterium formicicum (strain DSM 3637 / PP1)	308	
K2QBX2	K2QBX2	unreviewed	K2QBX2_METFP	Glutamine amidotransferase class-ii	A994_08456	Methanobacterium formicicum (strain DSM 3637 / PP1)	305	
K2QBX2_METFP	K2QBX2	unreviewed	K2QBX2_METFP	Glutamine amidotransferase class-ii	A994_08456	Methanobacterium formicicum (strain DSM 3637 / PP1)	305	
K2QDY5	K2QDY5	unreviewed	K2QDY5_METFP	Amidophosphoribosyltransferase, ATase, EC 2.4.2.14 (Glutamine phosphoribosylpyrophosphate amidotransferase, GPATase)	purF A994_05000	Methanobacterium formicicum (strain DSM 3637 / PP1)	466	
K2QDY5_METFP	K2QDY5	unreviewed	K2QDY5_METFP	Amidophosphoribosyltransferase, ATase, EC 2.4.2.14 (Glutamine phosphoribosylpyrophosphate amidotransferase, GPATase)	purF A994_05000	Methanobacterium formicicum (strain DSM 3637 / PP1)	466	
